Transaction Date,Opening Price,High Price,Low Price,Close Price,Turnover Volume,Turnover Amount
2024/5/16,6.09,6.15,6.07,6.08,39036045,238275104
2024/5/17,6.09,6.11,5.98,6.08,37636695,227399872
2024/5/20,6.08,6.13,6.03,6.09,33739884,205209536
2024/5/21,6.09,6.28,6,6.28,72657744,447831136
2024/5/22,6.29,6.33,6.15,6.18,43220342,267783728
2024/5/23,6.18,6.27,6.05,6.06,43006388,264684736
2024/5/24,6.02,6.06,5.8,5.81,52884721,311297920
2024/5/27,5.79,5.94,5.7,5.93,36640378,212044352
2024/5/28,5.88,5.88,5.73,5.74,27503884,159296304
2024/5/29,5.75,5.8,5.66,5.72,24486499,140155312
2024/5/30,5.7,6.24,5.69,6.07,93691436,561103616
2024/5/31,5.95,5.99,5.86,5.95,52994649,314236256
2024/6/3,5.95,5.99,5.74,5.78,41315715,240917648
2024/6/4,5.8,5.88,5.58,5.68,40287100,229297248
2024/6/5,5.62,5.73,5.56,5.62,29300207,165008160
2024/6/6,5.6,5.67,5.38,5.41,46310260,252932576
2024/6/7,5.46,5.52,5.37,5.46,27424709,149595504
2024/6/11,5.46,5.47,5.33,5.45,19707900,106575800
2024/6/12,5.45,5.6,5.42,5.6,33014034,183424560
2024/6/13,5.58,5.6,5.46,5.47,26990014,148877488
2024/6/14,5.46,5.49,5.41,5.47,20259960,110306768
2024/6/17,5.44,5.52,5.42,5.46,17704000,96726416
2024/6/18,5.46,5.69,5.43,5.64,44142000,247545216
2024/6/19,5.65,5.68,5.53,5.54,26054556,145427024
2024/6/20,5.51,5.52,5.32,5.33,27929240,150646400
2024/6/21,5.33,5.37,5.26,5.27,17123800,90727744
2024/6/24,5.22,5.23,5.08,5.09,26197513,134850832
2024/6/25,5.08,5.24,5.08,5.16,26495485,136806320
2024/6/26,5.12,5.3,5.08,5.29,27639260,144068320
2024/6/27,5.29,5.41,5.18,5.2,34106100,181286272
2024/6/28,5.19,5.33,5.16,5.25,28099945,148000272
2024/7/1,5.23,5.3,5.16,5.29,19980800,104665528
2024/7/2,5.29,5.34,5.27,5.29,17298800,91678336
2024/7/3,5.27,5.3,5.2,5.2,15217100,79662040
2024/7/4,5.21,5.29,5.08,5.1,18251280,94197312
2024/7/5,5.1,5.17,5.01,5.15,16584380,84682632
2024/7/8,5.12,5.12,4.96,4.99,19806100,99458688
2024/7/9,4.99,5.1,4.92,5.09,21923187,110129512
2024/7/10,5.1,5.14,5.02,5.04,16224300,82432520
2024/7/11,5.15,5.22,5.12,5.21,27449453,142097296
2024/7/12,5.2,5.22,5.11,5.17,16716149,86180280
2024/7/15,5.13,5.15,5.05,5.07,15667800,79784248
2024/7/16,5.05,5.08,5,5.07,14860281,74877160
2024/7/17,5.06,5.07,4.97,4.98,17293520,86467288
2024/7/18,4.95,5,4.84,4.96,19697825,96801152
2024/7/19,4.93,5.03,4.91,5,17372200,86770264
2024/7/22,5.02,5.5,4.96,5.5,99162678,535674496
2024/7/23,5.81,6.05,5.8,6.05,64113276,383167200
2024/7/24,5.9,6.4,5.52,6.14,226566656,1327370880
2024/7/25,5.73,6.02,5.65,5.81,138594008,808116544
2024/7/26,5.96,6.26,5.8,6.05,169368532,1018781888
2024/7/29,6.02,6.45,6.01,6.33,173936289,1086043520
2024/7/30,6.31,6.33,5.94,6.03,137730291,835563904
2024/7/31,5.95,6.63,5.9,6.63,168365377,1069815488
2024/8/1,6.96,7.26,6.7,6.83,251843167,1744508032
2024/8/2,6.53,6.65,6.2,6.27,165871347,1065838080
2024/8/5,6.11,6.18,5.8,5.8,119413328,714138560
2024/8/6,5.89,6.05,5.76,5.99,92376522,547357632
2024/8/7,5.93,6.05,5.87,5.88,66820256,396659968
2024/8/8,5.8,5.82,5.61,5.68,70747900,402674400
2024/8/9,5.72,5.75,5.61,5.61,39214760,222392400
2024/8/12,5.55,5.62,5.46,5.54,35900420,198677056
2024/8/13,5.54,5.65,5.54,5.65,35698386,199924800
2024/8/14,5.65,5.72,5.57,5.65,39246427,222011120
2024/8/15,5.62,5.78,5.56,5.72,46237316,263295776
2024/8/16,5.72,5.78,5.58,5.59,48921628,277529664
2024/8/19,5.56,5.64,5.52,5.53,34326289,190897120
2024/8/20,5.58,5.96,5.55,5.82,105023478,603362240
2024/8/21,5.71,5.76,5.56,5.62,71222827,401977888
2024/8/22,5.57,5.6,5.33,5.33,70225593,381206112
2024/8/23,5.34,5.38,5.25,5.28,36271620,192549088
2024/8/26,5.3,5.35,5.27,5.3,24132016,128155344
2024/8/27,5.3,5.31,5.15,5.19,28269110,147449808
2024/8/28,5.15,5.28,5.14,5.22,22963075,119686600
2024/8/29,5.18,5.38,5.15,5.35,34120891,181030896
2024/8/30,5.35,5.54,5.32,5.45,39028840,213219168
2024/9/2,5.41,5.47,5.32,5.33,27759160,149632032
2024/9/3,5.33,5.52,5.3,5.39,32868300,178085920
2024/9/4,5.33,5.4,5.28,5.3,27241847,145245600
2024/9/5,5.3,5.39,5.29,5.34,19240400,102646680
2024/9/6,5.33,5.35,5.19,5.22,20676447,109002088
2024/9/9,5.18,5.29,5.14,5.22,18451158,96215952
2024/9/10,5.22,5.27,5.12,5.25,19538320,101338832
2024/9/11,5.21,5.25,5.18,5.22,12351740,64354760
2024/9/12,5.23,5.33,5.23,5.25,20570320,108757064
2024/9/13,5.23,5.25,5.12,5.12,19959500,103169944
2024/9/18,5.11,5.13,5.02,5.09,16303180,82624688
2024/9/19,5.11,5.23,5.08,5.21,22712700,117601776
2024/9/20,5.23,5.24,5.13,5.16,17019047,87981824
2024/9/23,5.12,5.23,5.12,5.2,17799880,92411040
2024/9/24,5.22,5.39,5.16,5.37,37505438,198463568
2024/9/25,5.41,5.55,5.39,5.41,48590360,265865744
2024/9/26,5.39,5.6,5.38,5.6,50667263,279325408
2024/9/27,5.7,5.92,5.63,5.84,68113743,392676256
2024/9/30,5.95,6.37,5.86,6.33,133641538,820513536
